coin_value_zw,debt_qty,debt_value_zw,debtors,holders,label,layer,market_price,meaning,name,positive_qty,positive_value_zw,q,shortage_index
1.0,4497.4269514271655,4497.4269514271655,1,314,Q1,Grundmünze,1.202799171212752,"Aufgabe, Schwierigkeit, Knoten, Problemkern",Schwierigkeit,8426.165808036892,8426.165808036892,1,0.533682029507242
1.0,0.0,0.0,0,69,Q2,Grundmünze,1.0,"Teil, Kompliziertheit, Molekülelement, Teilstruktur",Komplexität,1416.2331077844658,1416.2331077844658,2,0.0
1.0,0.0,0.0,0,75,Q3,Grundmünze,1.0,"Theorie, Modell, lockerer/fester Zwischenzustand",Abstraktion,1224.948531742304,1224.948531742304,3,0.0
1.0,0.0,0.0,0,59,Q4,Grundmünze,1.0,"formales Objekt, Faden, mathematische Gestalt",Kristallisation,176.04544880082457,176.04544880082457,4,0.0
2.0,0.0,0.0,0,62,Q5,Operationsmünze,2.0,"Enkodieren, Befehl, Kommando, imperatives Programmieren",Kodierung,1348.9481953558643,2697.8963907117286,5,0.0
2.0,0.0,0.0,0,50,Q6,Operationsmünze,2.0,"declarative Beschreibung, Regel, Faden statt Befehl",Deklaration,128.9896307209241,257.9792614418482,6,0.0
2.0,0.0,0.0,0,61,Q7,Operationsmünze,2.0,"Delegieren, Referenzieren, Verantwortungsübertragung",Delegation,177.53484493403946,355.0696898680789,7,0.0
2.0,0.0,0.0,0,45,Q8,Operationsmünze,2.0,"wiederverwendbarer Stein, Wabe, Bausteinsammlung",Bibliothek,195.36429138049485,390.7285827609897,8,0.0
2.0,0.0,0.0,0,41,Q9,Operationsmünze,2.0,"Rahmen, Organisches, allgemeine Intelligenzstruktur",Framework,109.39058035611183,218.78116071222365,9,0.0
3.0,1023.1403858927374,3069.4211576782122,4,75,Q10,Systemmünze,3.847558458664354,"Beschränkung, Struktur, Strick, Möglichkeitsraum",Constraint,1375.8313760081205,4127.494128024362,10,0.7434723321617137
3.0,948.534877593203,2845.604632779609,4,43,Q11,Systemmünze,3.8004546483364745,"Eingriff, Interface, Gedankeneinsatz",Schnittstelle,1350.5611398307597,4051.683419492279,11,0.702153200295153
3.0,0.0,0.0,0,27,Q12,Systemmünze,3.0,"Werkzeugkoffer, Mathematik, Methoden",Toolbox,235.2984150632802,705.8952451898406,12,0.0
3.0,0.0,0.0,0,23,Q13,Systemmünze,3.0,"Programm, Service, Paradigma, Dienst, Gedankenansatz",Programm/Dienst,525.8368017944956,1577.5104053834868,13,0.0
3.0,0.0,0.0,0,23,Q14,Systemmünze,3.0,"Komposition, Choreographie, Dirigieren, Meisterung",Orchestrierung,120.39433883603908,361.18301650811725,14,0.0
3.0,0.0,0.0,0,28,Q15,Systemmünze,3.0,"Applikation, Werk, Opus",Anwendung,80.14089999203719,240.42269997611157,15,0.0
3.0,0.0,0.0,0,23,Q16,Systemmünze,3.0,"Menü, Kernel, Betriebssystem, Ausführung",Betrieb,572.7728703123813,1718.318610937144,16,0.0
4.0,0.6586679698775982,2.634671879510393,4,19,Q17,Kapitalmünze,4.013239118298912,Kompression; 1/Q17 = Dekompression,Kompression,75.3725068474738,301.4900273898952,17,0.008709946249283871
4.0,2.1002992510334018,8.401197004133607,2,16,Q18,Kapitalmünze,4.018234197256535,"Architektur, Konstruktion",Architektur,174.83063649067884,699.3225459627154,18,0.011996182405615256
4.0,0.020995202415899094,0.08398080966359638,1,7,Q19,Kapitalmünze,4.000946795096643,Generierung; 1/Q19 = Degenerierung,Generierung,33.456033951108566,133.82413580443426,19,0.0006228915109488454
4.0,0.0,0.0,0,8,Q20,Kapitalmünze,4.0,"Modul, Maschine, Gerät, fertige Entwicklung",Modul/Maschine,93.87411354013949,375.49645416055796,20,0.0
